"journal","issn","quartile","impact_factor","category","jcr_year"
"Methods and Applications of Analysis","1945-0001","Q4","0.2","MATHEMATICS, APPLIED","2025"
"MOUVEMENT SOCIAL","0027-2671","Q3","0.2","HISTORY","2025"
"MOUVEMENT SOCIAL","1961-8646","Q3","0.2","HISTORY","2025"
"Rutgers University Law Review","2374-3859","Q4","0.2","LAW","2025"
"Taller de Letras","0716-0798","N/A","0.2","LITERATURE, ROMANCE","2025"
"Trusts & Trustees","1363-1780","Q4","0.2","LAW","2025"
"Trusts & Trustees","1752-2110","Q4","0.2","LAW","2025"
"WOMANS ART JOURNAL","0270-7993","N/A","0.2","ART","2025"
"WOMANS ART JOURNAL","2158-8457","N/A","0.2","ART","2025"
"Cuestiones de Filosofia","0123-5095","N/A","0.2","PHILOSOPHY","2025"
"Cuestiones de Filosofia","2389-9441","N/A","0.2","PHILOSOPHY","2025"
"Discours-Revue de Linguistique Psycholinguistique et Informatique","1963-1723","Q4","0.2","LINGUISTICS","2025"
"Estudios de Cultura Maya","0185-2574","Q4","0.2","ANTHROPOLOGY","2025"
"Estudios de Cultura Maya","2448-5179","Q4","0.2","ANTHROPOLOGY","2025"
"Gestion y Analisis de Politicas Publicas","1134-6035","Q4","0.2","Multiple","2025"
"Gestion y Analisis de Politicas Publicas","1989-8991","Q4","0.2","Multiple","2025"
"Imagologiya i Komparativistika-Imagology and Comparative Studies","2409-9554","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"International Journal of Marketing Communication and New Media","2182-9306","Q4","0.2","COMMUNICATION","2025"
"International Journal of Speech Language and the Law","1748-8885","Q4","0.2","Multiple","2025"
"International Journal of Speech Language and the Law","1748-8893","Q4","0.2","Multiple","2025"
"JSIAM Letters","1883-0609","Q4","0.2","MATHEMATICS, APPLIED","2025"
"JSIAM Letters","1883-0617","Q4","0.2","MATHEMATICS, APPLIED","2025"
"Palabra","0121-8530","N/A","0.2","LITERATURE","2025"
"Palabra","2346-3864","N/A","0.2","LITERATURE","2025"
"Philologica Canariensia","1136-3169","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Philologica Canariensia","2386-8635","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Revista Chilena de Derecho y Tecnologia","0719-2576","Q4","0.2","LAW","2025"
"Revista Chilena de Derecho y Tecnologia","0719-2584","Q4","0.2","LAW","2025"
"Rhetoric & Public Affairs","1094-8392","Q4","0.2","COMMUNICATION","2025"
"Rhetoric & Public Affairs","1534-5238","Q4","0.2","COMMUNICATION","2025"
"Rivista di Filosofia del Diritto-Journal of Legal Philosophy","2280-482X","N/A","0.2","PHILOSOPHY","2025"
"STUDI STORICI","0039-3037","Q3","0.2","HISTORY","2025"
"STUDI STORICI","2036-458X","Q3","0.2","HISTORY","2025"
"Studies in History and Theory of Architecture-Studii de Istoria si Teoria Arhitecturii","2344-6544","N/A","0.2","ARCHITECTURE","2025"
"Studies in History and Theory of Architecture-Studii de Istoria si Teoria Arhitecturii","2457-1687","N/A","0.2","ARCHITECTURE","2025"
"Tzintzun-Revista de Estudios Historicos","1870-719X","Q3","0.2","HISTORY","2025"
"Tzintzun-Revista de Estudios Historicos","2007-963X","Q3","0.2","HISTORY","2025"
"Wasafiri","0269-0055","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Wasafiri","1747-1508","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Archaologisches Korrespondenzblatt","0342-734X","N/A","0.2","ARCHAEOLOGY","2025"
"Archaologisches Korrespondenzblatt","2364-4729","N/A","0.2","ARCHAEOLOGY","2025"
"Berkeley Review of Education","1947-5578","Q4","0.2","EDUCATION & EDUCATIONAL RESEARCH","2025"
"Co-herencia","1794-5887","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Co-herencia","2539-1208","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Isegoria","1130-2097","N/A","0.2","PHILOSOPHY","2025"
"Isegoria","1988-8376","N/A","0.2","PHILOSOPHY","2025"
"Journal of Partial Differential Equations","2079-732X","Q4","0.2","MATHEMATICS, APPLIED","2025"
"Journal of Partial Differential Equations","1000-940X","Q4","0.2","MATHEMATICS, APPLIED","2025"
"Linguistica Pragensia","0862-8432","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Linguistica Pragensia","1805-9635","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Nordisk Judaistik-Scandinavian Jewish Studies","0348-1646","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Nordisk Judaistik-Scandinavian Jewish Studies","2343-4929","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Revista de Derecho Civil","2341-2216","Q4","0.2","LAW","2025"
"Studia Slavica et Balcanica Petropolitana","1995-848X","Q3","0.2","HISTORY","2025"
"TEORIJA IN PRAKSA","0040-3598","Q4","0.2","SOCIAL SCIENCES, INTERDISCIPLINARY","2025"
"Trashumante-Revista Americana de Historia Social","2322-9381","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Trashumante-Revista Americana de Historia Social","2322-9675","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"WPOM-Working Papers on Operations Management","1989-9068","Q4","0.2","BUSINESS","2025"
"Acta Oto-Laryngologica Case Reports","2377-2484","Q4","0.2","OTORHINOLARYNGOLOGY","2025"
"Balcanica","0350-7653","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Dearq","N/A","N/A","0.2","ARCHITECTURE","2025"
"Dearq","2215-969X","N/A","0.2","ARCHITECTURE","2025"
"Disputatio-Philosophical Research Bulletin","N/A","N/A","0.2","PHILOSOPHY","2025"
"Disputatio-Philosophical Research Bulletin","2254-0601","N/A","0.2","PHILOSOPHY","2025"
"Journal of Geography-Chigaku Zasshi","0022-135X","Q4","0.2","GEOGRAPHY, PHYSICAL","2025"
"Journal of Geography-Chigaku Zasshi","1884-0884","Q4","0.2","GEOGRAPHY, PHYSICAL","2025"
"Korean Journal of International and Comparative Law","2213-4476","Q4","0.2","LAW","2025"
"Korean Journal of International and Comparative Law","2213-4484","Q4","0.2","LAW","2025"
"LFE-Revista de Lenguas para Fines Especificos","1133-1127","Q4","0.2","LINGUISTICS","2025"
"LFE-Revista de Lenguas para Fines Especificos","2340-8561","Q4","0.2","LINGUISTICS","2025"
"Medizinhistorisches Journal","0025-8431","Q4","0.2","HISTORY & PHILOSOPHY OF SCIENCE","2025"
"Medizinhistorisches Journal","1611-4477","Q4","0.2","HISTORY & PHILOSOPHY OF SCIENCE","2025"
"NURSING HISTORY REVIEW","1062-8061","Q3","0.2","HISTORY","2025"
"NURSING HISTORY REVIEW","1938-1913","Q3","0.2","HISTORY","2025"
"Palaestra","8756-5811","Q4","0.2","EDUCATION & EDUCATIONAL RESEARCH","2025"
"Palaestra","2372-1391","Q4","0.2","EDUCATION & EDUCATIONAL RESEARCH","2025"
"Proceedings of the Institution of Civil Engineers-Engineering History and Heritage","1757-9430","Q4","0.2","ENGINEERING, CIVIL","2025"
"Proceedings of the Institution of Civil Engineers-Engineering History and Heritage","1757-9449","Q4","0.2","ENGINEERING, CIVIL","2025"
"Sibirskii Filologicheskii Zhurnal","1813-7083","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Anuario Filosofico","0066-5215","N/A","0.2","PHILOSOPHY","2025"
"Anuario Filosofico","2173-6111","N/A","0.2","PHILOSOPHY","2025"
"Ars & Humanitas: Journal of Arts and Humanities","1854-9632","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Ars & Humanitas: Journal of Arts and Humanities","2350-4218","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"CRITIQUE","0011-1600","N/A","0.2","LITERARY REVIEWS","2025"
"CRITIQUE","1968-3901","N/A","0.2","LITERARY REVIEWS","2025"
"Croatian and Comparative Public Administration","1848-0357","Q4","0.2","PUBLIC ADMINISTRATION","2025"
"Croatian and Comparative Public Administration","1849-2150","Q4","0.2","PUBLIC ADMINISTRATION","2025"
"Estudios Avanzados","0718-5022","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Estudios Avanzados","0718-5014","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Giornale di Chirurgia","0391-9005","Q4","0.2","SURGERY","2025"
"Giornale di Chirurgia","1971-145X","Q4","0.2","SURGERY","2025"
"International Journal of Applied Metaheuristic Computing","1947-8283","Q4","0.2","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2025"
"International Journal of Applied Metaheuristic Computing","1947-8291","Q4","0.2","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2025"
"Kadim","2757-9395","Q3","0.2","HISTORY","2025"
"Kadim","2757-9476","Q3","0.2","HISTORY","2025"
"Netherlands Yearbook for History of Art-Nederlands Kunsthistorisch Jaarboek","0169-6726","N/A","0.2","ART","2025"
"Netherlands Yearbook for History of Art-Nederlands Kunsthistorisch Jaarboek","2214-5966","N/A","0.2","ART","2025"
"Psychoanalytic Social Work","1522-8878","Q4","0.2","SOCIAL WORK","2025"
"Psychoanalytic Social Work","1522-9033","Q4","0.2","SOCIAL WORK","2025"
"Ratio Juris","1794-6638","Q4","0.2","LAW","2025"
"Ratio Juris","2619-4066","Q4","0.2","LAW","2025"
"Revista Criminalidad","1794-3108","Q4","0.2","CRIMINOLOGY & PENOLOGY","2025"
"Revista Criminalidad","2256-5531","Q4","0.2","CRIMINOLOGY & PENOLOGY","2025"
"Revue des Mondes Musulmans et de la Mediterranee","0997-1327","Q4","0.2","AREA STUDIES","2025"
"Revue des Mondes Musulmans et de la Mediterranee","2105-2271","Q4","0.2","AREA STUDIES","2025"
"Symploke","1069-0697","Q4","0.2","CULTURAL STUDIES","2025"
"Symploke","1534-0627","Q4","0.2","CULTURAL STUDIES","2025"
"UNIVERSITY OF PITTSBURGH LAW REVIEW","0041-9915","Q4","0.2","LAW","2025"
"UNIVERSITY OF PITTSBURGH LAW REVIEW","1942-8405","Q4","0.2","LAW","2025"
"ZEITSCHRIFT FUR KRISTALLOGRAPHIE-NEW CRYSTAL STRUCTURES","1433-7266","Q4","0.2","CRYSTALLOGRAPHY","2025"
"ZEITSCHRIFT FUR KRISTALLOGRAPHIE-NEW CRYSTAL STRUCTURES","2197-4578","Q4","0.2","CRYSTALLOGRAPHY","2025"
"African Disability Rights Yearbook","2311-8970","Q4","0.2","LAW","2025"
"Anuario de Filosofia del Derecho","0518-0872","Q4","0.2","LAW","2025"
"Derecho Penal y Criminologia","0121-0483","Q4","0.2","LAW","2025"
"Derecho Penal y Criminologia","2346-2108","Q4","0.2","LAW","2025"
"Etnoloska Tribina","0351-1944","Q4","0.2","ANTHROPOLOGY","2025"
"Etnoloska Tribina","1848-9540","Q4","0.2","ANTHROPOLOGY","2025"
"Flugmedizin Tropenmedizin Reisemedizin","1864-4538","Q4","0.2","TROPICAL MEDICINE","2025"
"Flugmedizin Tropenmedizin Reisemedizin","1864-175X","Q4","0.2","TROPICAL MEDICINE","2025"
"Izvestiya Uralskogo Federalnogo Universiteta-Seriya 2-Gumanitarnye Nauki","2227-2283","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Izvestiya Uralskogo Federalnogo Universiteta-Seriya 2-Gumanitarnye Nauki","2587-6929","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Journal of Economic Sociology-Ekonomicheskaya Sotsiologiya","1726-3247","Q4","0.2","SOCIOLOGY","2025"
"Journal of Romance Studies","1473-3536","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Journal of Romance Studies","1752-2331","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Krytyka Prawa-Niezalezne Studia nad Prawem","2080-1084","Q4","0.2","LAW","2025"
"Krytyka Prawa-Niezalezne Studia nad Prawem","2450-7938","Q4","0.2","LAW","2025"
"MonTI","1889-4178","Q4","0.2","LINGUISTICS","2025"
"MonTI","1989-9335","Q4","0.2","LINGUISTICS","2025"
"PENSAMIENTO","0031-4749","N/A","0.2","PHILOSOPHY","2025"
"PENSAMIENTO","2386-5822","N/A","0.2","PHILOSOPHY","2025"
"Revista General de Derecho Europeo","1696-9634","Q4","0.2","LAW","2025"
"Sociologia Nauki i Tehnologij-Sociology of Science & Technology","2079-0910","Q4","0.2","Multiple","2025"
"Sociologia Nauki i Tehnologij-Sociology of Science & Technology","2414-9225","Q4","0.2","Multiple","2025"
"Telos","0090-6514","Q4","0.2","Multiple","2025"
"Telos","1940-459X","Q4","0.2","Multiple","2025"
"Trabajos y comunicaciones","0325-173X","Q3","0.2","HISTORY","2025"
"Trabajos y comunicaciones","2346-8971","Q3","0.2","HISTORY","2025"
"Uchenye Zapiski Kazanskogo Universiteta-Seriya Fiziko-Matematicheskie Nauki","2541-7746","Q4","0.2","MATHEMATICS, APPLIED","2025"
"Uchenye Zapiski Kazanskogo Universiteta-Seriya Fiziko-Matematicheskie Nauki","2500-2198","Q4","0.2","MATHEMATICS, APPLIED","2025"
"America sin Nombre","1577-3442","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"America sin Nombre","1989-9831","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Archives of Aesthetic Plastic Surgery","2234-0831","Q4","0.2","SURGERY","2025"
"Archives of Aesthetic Plastic Surgery","2288-9337","Q4","0.2","SURGERY","2025"
"Contexto-Revista de la Facultad de Arquitectura Universidad Autonoma de Nuevo Leon","2007-1639","N/A","0.2","ARCHITECTURE","2025"
"Cuadernos de Rusistica Espanola","1698-322X","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Cuadernos de Rusistica Espanola","2340-8146","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"International Journal of Athletic Therapy & Training","2157-7277","Q4","0.2","SPORT SCIENCES","2025"
"International Journal of Athletic Therapy & Training","2157-7285","Q4","0.2","SPORT SCIENCES","2025"
"Journal for Educational Research Online-JERO","1866-6671","Q4","0.2","EDUCATION & EDUCATIONAL RESEARCH","2025"
"Journal of Derivatives","1074-1240","Q4","0.2","BUSINESS, FINANCE","2025"
"Journal of Derivatives","2168-8524","Q4","0.2","BUSINESS, FINANCE","2025"
"JP Journal of Biostatistics","0973-5143","Q4","0.2","STATISTICS & PROBABILITY","2025"
"Naharaim","1862-9148","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Naharaim","1862-9156","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"OCTOBER","0162-2870","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"OCTOBER","1536-013X","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"PFERDEHEILKUNDE","0177-7726","Q4","0.2","VETERINARY SCIENCES","2025"
"PFERDEHEILKUNDE","N/A","Q4","0.2","VETERINARY SCIENCES","2025"
"Revista Cientifica","0124-2253","Q4","0.2","EDUCATION, SCIENTIFIC DISCIPLINES","2025"
"Revista Cientifica","2344-8350","Q4","0.2","EDUCATION, SCIENTIFIC DISCIPLINES","2025"
"Revista Espanola de Antropologia Americana","0556-6533","Q4","0.2","ANTHROPOLOGY","2025"
"Revista Espanola de Antropologia Americana","1988-2718","Q4","0.2","ANTHROPOLOGY","2025"
"Russian Journal of Criminology","2500-4255","Q4","0.2","CRIMINOLOGY & PENOLOGY","2025"
"Russian Journal of Criminology","2500-1442","Q4","0.2","CRIMINOLOGY & PENOLOGY","2025"
"Versus-Quaderni di Studi Semiotici","0393-8255","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Allgemeine Zeitschrift fur Philosophie","0340-7969","N/A","0.2","PHILOSOPHY","2025"
"Asclepio-Revista de Historia de la Medicina y de la Ciencia","0210-4466","Q4","0.2","HISTORY & PHILOSOPHY OF SCIENCE","2025"
"Asclepio-Revista de Historia de la Medicina y de la Ciencia","1988-3102","Q4","0.2","HISTORY & PHILOSOPHY OF SCIENCE","2025"
"Cambio-Rivista sulle Trasformazioni Sociali","2239-1118","Q4","0.2","SOCIOLOGY","2025"
"Canadian Journal of Speech-Language Pathology and Audiology","1913-2018","Q4","0.2","REHABILITATION","2025"
"Cuadernos de Bioetica","1132-1989","Q4","0.2","ETHICS","2025"
"Cuadernos de Bioetica","2386-3773","Q4","0.2","ETHICS","2025"
"Debates en Sociologia","0254-9220","Q4","0.2","SOCIOLOGY","2025"
"Debates en Sociologia","2304-4284","Q4","0.2","SOCIOLOGY","2025"
"Geomorphologie-Relief Processus Environnement","1266-5304","Q4","0.2","Multiple","2025"
"Geomorphologie-Relief Processus Environnement","1957-777X","Q4","0.2","Multiple","2025"
"Health and History","1442-1771","Q4","0.2","HISTORY & PHILOSOPHY OF SCIENCE","2025"
"Health and History","1839-3314","Q4","0.2","HISTORY & PHILOSOPHY OF SCIENCE","2025"
"Jezikoslovlje","1331-7202","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Jezikoslovlje","1848-9001","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Journal of Pediatric Epilepsy","2146-457X","Q4","0.2","PEDIATRICS","2025"
"Journal of Pediatric Epilepsy","2146-4588","Q4","0.2","PEDIATRICS","2025"
"Journal of Pediatric Infection","1307-1068","Q4","0.2","PEDIATRICS","2025"
"Journal of Pediatric Infection","1308-5271","Q4","0.2","PEDIATRICS","2025"
"Journal of the South African Institution of Civil Engineering","1021-2019","Q4","0.2","ENGINEERING, CIVIL","2025"
"Journal of the South African Institution of Civil Engineering","N/A","Q4","0.2","ENGINEERING, CIVIL","2025"
"Korean Language in America","2332-0346","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Korean Language in America","2374-670X","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Magis-Revista Internacional de Investigacion en Educacion","2027-1174","Q4","0.2","EDUCATION & EDUCATIONAL RESEARCH","2025"
"Magis-Revista Internacional de Investigacion en Educacion","2027-1182","Q4","0.2","EDUCATION & EDUCATIONAL RESEARCH","2025"
"Onoma","0078-463X","Q4","0.2","Multiple","2025"
"Onoma","1783-1644","Q4","0.2","Multiple","2025"
"Opus","1517-7017","N/A","0.2","MUSIC","2025"
"Population Review","1549-0955","Q4","0.2","DEMOGRAPHY","2025"
"Quaderni di Geofisica","1590-2595","Q4","0.2","GEOCHEMISTRY & GEOPHYSICS","2025"
"Revista Espanola de Comunicacion en Salud","N/A","Q4","0.2","COMMUNICATION","2025"
"Revista Espanola de Comunicacion en Salud","1989-9882","Q4","0.2","COMMUNICATION","2025"
"SAGVNTVM-Papeles del Laboratorio de Arqueologia de Valencia","0210-3729","N/A","0.2","ARCHAEOLOGY","2025"
"SAGVNTVM-Papeles del Laboratorio de Arqueologia de Valencia","2174-517X","N/A","0.2","ARCHAEOLOGY","2025"
"Studia Ethnologica Croatica","1330-3627","Q4","0.2","ANTHROPOLOGY","2025"
"Studia Ethnologica Croatica","1848-9532","Q4","0.2","ANTHROPOLOGY","2025"
"Temida","1450-6637","Q4","0.2","CRIMINOLOGY & PENOLOGY","2025"
"Trudy Instituta Matematiki i Mekhaniki UrO RAN","0134-4889","Q4","0.2","MATHEMATICS, APPLIED","2025"
"Verba-Anuario Galego de Filoloxia","0210-377X","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Verba-Anuario Galego de Filoloxia","2174-4017","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"Acta Scientiae Veterinariae","1678-0345","Q4","0.2","VETERINARY SCIENCES","2025"
"Acta Scientiae Veterinariae","1679-9216","Q4","0.2","VETERINARY SCIENCES","2025"
"African Review of Economics and Finance-AREF","2042-1478","Q4","0.2","ECONOMICS","2025"
"African Review of Economics and Finance-AREF","2410-4906","Q4","0.2","ECONOMICS","2025"
"Arte y Politicas de Identidad","1889-979X","N/A","0.2","ART","2025"
"Arte y Politicas de Identidad","1989-8452","N/A","0.2","ART","2025"
"B-ENT","N/A","Q4","0.2","OTORHINOLARYNGOLOGY","2025"
"B-ENT","2684-4907","Q4","0.2","OTORHINOLARYNGOLOGY","2025"
"Cabas","1989-5909","Q4","0.2","Multiple","2025"
"Case Reports in Perinatal Medicine","2192-8932","Q4","0.2","OBSTETRICS & GYNECOLOGY","2025"
"Case Reports in Perinatal Medicine","2192-8959","Q4","0.2","OBSTETRICS & GYNECOLOGY","2025"
"Clinical Lactation","2158-0782","Q4","0.2","NURSING","2025"
"Clinical Lactation","2158-0537","Q4","0.2","NURSING","2025"
"Dialectologia","2013-2247","N/A","0.2","LANGUAGE & LINGUISTICS","2025"
"GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK","0017-4947","Q4","0.2","PSYCHOLOGY, CLINICAL","2025"
"GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK","2196-7989","Q4","0.2","PSYCHOLOGY, CLINICAL","2025"
"Iberoamericana","1577-3388","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Iberoamericana","2255-520X","N/A","0.2","HUMANITIES, MULTIDISCIPLINARY","2025"
"Indian Journal of Geo-Marine Sciences","N/A","Q4","0.2","OCEANOGRAPHY","2025"
"Indian Journal of Geo-Marine Sciences","2582-6727","Q4","0.2","OCEANOGRAPHY","2025"
"Ingenium-Revista Electronica de Pensamiento Moderno y Metodologia en Historia de la Ideas","1989-3663","N/A","0.2","PHILOSOPHY","2025"
"International Journal of Applied Pattern Recognition","2049-887X","Q4","0.2","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2025"
"International Journal of Applied Pattern Recognition","2049-8888","Q4","0.2","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2025"
"International Journal of Dynamical Systems and Differential Equations","1752-3583","Q4","0.2","MATHEMATICS, APPLIED","2025"
"International Journal of Dynamical Systems and Differential Equations","1752-3591","Q4","0.2","MATHEMATICS, APPLIED","2025"
"Journal of Cognitive Science","1598-2327","Q4","0.2","LINGUISTICS","2025"
"Journal of Judicial Administration","1036-7918","Q4","0.2","PUBLIC ADMINISTRATION","2025"
"LOISIR & SOCIETE-SOCIETY AND LEISURE","0705-3436","Q4","0.2","HOSPITALITY, LEISURE, SPORT & TOURISM","2025"
